"pathway"	"overlap_size"	"pathway_size"	"p.value"	"EID"	"massfeature_rows"	"adduct"	"compound_id"	"compound_annotation"	"m.z"	"retention_time"	"p_value"	"statistic"
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E168"	"row134"	"M-H2O-H[-]"	"C00299"	"Uridine"	225.0525206	26.41748188	0.0018445	-4.5622
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E401"	"row18"	"M-H[-]"	"C00819;C00064;C05100"	"D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate"	145.0619385	40.61093146	5.38e-06	10.626
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E1051"	"row346"	"M-H[-]"	"C00286"	"dGTP; 2'-Deoxyguanosine 5'-triphosphate; Deoxyguanosine 5'-triphosphate; Deoxyguanosine triphosphate"	505.989441	44.72621562	0.017687	-2.9768
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E465"	"row2957"	"M+Cl[-]"	"C01801;CE0520"	"Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose$(R)-glycerol 1-acetate"	169.0253514	20.14873555	0.9987	0.0016772
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E465"	"row500"	"M-H[-]"	"C01801;CE0520"	"Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose$(R)-glycerol 1-acetate"	133.0506867	19.88892458	0.03498	-2.535
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E939"	"row75"	"M-H[-]"	"C01346"	"dUDP; 2'-Deoxyuridine 5'-diphosphate"	387.0007859	235.2479912	0.00050437	-5.6099
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E939"	"row92"	"M-H[-]"	"C01346"	"dUDP; 2'-Deoxyuridine 5'-diphosphate"	387.0007861	234.452009	0.00078433	-5.2389
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E939"	"row95"	"M-H[-]"	"C01346"	"dUDP; 2'-Deoxyuridine 5'-diphosphate"	387.000785	236.0215671	0.00086109	-5.1624
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E939"	"row96"	"M-H[-]"	"C01346"	"dUDP; 2'-Deoxyuridine 5'-diphosphate"	387.0007873	232.7257595	0.00086109	-5.1624
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E62"	"row308"	"M-H[-]"	"C00092;C02965;C05345;C00085;C00103;C02976;C01171;C01172;C03735;C00636;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C00275;CE3075"	"D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$beta-D-Glucose 6-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate"	259.0223428	28.64828471	0.014088	3.1266
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E281"	"row366"	"M-H2O-H[-]"	"C00104"	"IDP; Inosine 5'-diphosphate; Inosine diphosphate"	408.9993395	25.27528736	0.020079	2.8939
"Ubiquinone Biosynthesis"	"2"	"4"	"0.201510911673"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Ubiquinone Biosynthesis"	"2"	"4"	"0.201510911673"	"E23"	"row170"	"M-2H[2-]"	"C05805;C05313"	"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone$3-Hexaprenyl-4-hydroxy-5-methoxybenzoate"	287.2017794	209.6003754	0.0036499	4.0567
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E585"	"row16"	"M-H2O-H[-]"	"C05589;C00788"	"L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol"	164.0717716	25.804745	3.73e-06	11.155
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E640"	"row108"	"M-H[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E640"	"row397"	"M+HCOO[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	191.0198298	35.40274945	0.02312	2.8022
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E23"	"row170"	"M-2H[2-]"	"C05805;C05313"	"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone$3-Hexaprenyl-4-hydroxy-5-methoxybenzoate"	287.2017794	209.6003754	0.0036499	4.0567
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E320"	"row2288"	"M+HCOO[-]"	"C00122"	"Fumarate; Fumaric acid; trans-Butenedioic acid"	161.0091926	24.7036987	0.61063	0.5298
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E320"	"row98"	"M-H[-]"	"C00122"	"Fumarate; Fumaric acid; trans-Butenedioic acid"	115.0036865	27.55923006	0.00092107	5.1077
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E1093"	"row175"	"M-H[-]"	"C00792;C00062"	"D-Arginine; D-2-Amino-5-guanidinovaleric acid$L-Arginine; (S)-2-Amino-5-guanidinovaleric acid"	173.1044549	30.79739158	0.0038514	4.0181
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E560"	"row440"	"M-H2O-H[-]"	"C00559;C05198"	"Deoxyadenosine; 2'-Deoxyadenosine$5'-Deoxyadenosine"	232.0853498	25.3485237	0.028199	2.6737
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E817"	"row1176"	"M+Cl37[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	168.0244338	25.10497941	0.20299	-1.3865
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E817"	"row121"	"M-H+O[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	146.0459596	24.31365546	0.0013885	4.7812
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E817"	"row1233"	"M-H[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	130.0509926	21.49480984	0.22021	1.3299
"Urea cycle/amino group metabolism"	"8"	"22"	"0.20158654129"	"E817"	"row160"	"M+Na-2H[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	151.026235	25.24142561	0.0030784	4.1803
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E640"	"row108"	"M-H[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E640"	"row397"	"M+HCOO[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	191.0198298	35.40274945	0.02312	2.8022
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E863"	"row77"	"M-H[-]"	"C04281;C04282;C02238;C01879"	"L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxo-L-proline$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid"	128.0353529	23.20356828	0.00055748	5.5244
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E401"	"row18"	"M-H[-]"	"C00819;C00064;C05100"	"D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate"	145.0619385	40.61093146	5.38e-06	10.626
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E320"	"row2288"	"M+HCOO[-]"	"C00122"	"Fumarate; Fumaric acid; trans-Butenedioic acid"	161.0091926	24.7036987	0.61063	0.5298
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E320"	"row98"	"M-H[-]"	"C00122"	"Fumarate; Fumaric acid; trans-Butenedioic acid"	115.0036865	27.55923006	0.00092107	5.1077
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E1093"	"row175"	"M-H[-]"	"C00792;C00062"	"D-Arginine; D-2-Amino-5-guanidinovaleric acid$L-Arginine; (S)-2-Amino-5-guanidinovaleric acid"	173.1044549	30.79739158	0.0038514	4.0181
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E817"	"row1176"	"M+Cl37[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	168.0244338	25.10497941	0.20299	-1.3865
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E817"	"row121"	"M-H+O[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	146.0459596	24.31365546	0.0013885	4.7812
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E817"	"row1233"	"M-H[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	130.0509926	21.49480984	0.22021	1.3299
"Arginine and Proline Metabolism"	"7"	"19"	"0.205199956303"	"E817"	"row160"	"M+Na-2H[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	151.026235	25.24142561	0.0030784	4.1803
"Glutamate metabolism"	"3"	"7"	"0.208376400198"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Glutamate metabolism"	"3"	"7"	"0.208376400198"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Glutamate metabolism"	"3"	"7"	"0.208376400198"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Glutamate metabolism"	"3"	"7"	"0.208376400198"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Glutamate metabolism"	"3"	"7"	"0.208376400198"	"E640"	"row108"	"M-H[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"Glutamate metabolism"	"3"	"7"	"0.208376400198"	"E640"	"row397"	"M+HCOO[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	191.0198298	35.40274945	0.02312	2.8022
"Glutamate metabolism"	"3"	"7"	"0.208376400198"	"E401"	"row18"	"M-H[-]"	"C00819;C00064;C05100"	"D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate"	145.0619385	40.61093146	5.38e-06	10.626
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E872"	"row159"	"M-H[-]"	"C00135"	"L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid"	154.0623416	25.37804809	0.0030075	4.1973
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E872"	"row446"	"M-H2O-H[-]"	"C00135"	"L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid"	136.0518048	24.94847405	0.02893	2.6572
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E640"	"row108"	"M-H[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"Beta-Alanine metabolism"	"3"	"8"	"0.282342165192"	"E640"	"row397"	"M+HCOO[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	191.0198298	35.40274945	0.02312	2.8022
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E77"	"row63"	"M-H[-]"	"C01551"	"Allantoin; 5-Ureidohydantoin; Glyoxyldiureide"	157.0367566	24.55305881	0.00028859	6.1028
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E401"	"row18"	"M-H[-]"	"C00819;C00064;C05100"	"D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate"	145.0619385	40.61093146	5.38e-06	10.626
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E1051"	"row346"	"M-H[-]"	"C00286"	"dGTP; 2'-Deoxyguanosine 5'-triphosphate; Deoxyguanosine 5'-triphosphate; Deoxyguanosine triphosphate"	505.989441	44.72621562	0.017687	-2.9768
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E320"	"row2288"	"M+HCOO[-]"	"C00122"	"Fumarate; Fumaric acid; trans-Butenedioic acid"	161.0091926	24.7036987	0.61063	0.5298
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E320"	"row98"	"M-H[-]"	"C00122"	"Fumarate; Fumaric acid; trans-Butenedioic acid"	115.0036865	27.55923006	0.00092107	5.1077
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E330"	"row63"	"M-H2O-H[-]"	"C00499"	"Allantoate; Allantoic acid"	157.0367566	24.55305881	0.00028859	6.1028
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
